date,area,condition,cases,population,risk_factor,latitude,longitude,is_outbreak,month,day_of_week,rainfall
2023-06-24,CITE_SOLEIL,respiratory,25,300000,0.9,18.5944,-72.3074,True,6,5,23.022354950651497
2023-06-24,DELMAS,cholera,20,500000,0.6,18.5483,-72.3074,True,6,5,40.47878013884167
2023-06-24,DELMAS,malnutrition,43,500000,0.6,18.5483,-72.3074,True,6,5,16.463015403423704
2023-06-24,DELMAS,fever,39,500000,0.6,18.5483,-72.3074,False,6,5,31.29671297247103
2023-06-24,DELMAS,diarrhea,56,500000,0.6,18.5483,-72.3074,True,6,5,1.2468626195517252
2023-06-24,DELMAS,respiratory,28,500000,0.6,18.5483,-72.3074,True,6,5,39.97304345929111
2023-06-24,TABARRE,cholera,3,250000,0.4,18.5736,-72.2928,False,6,5,18.42661604075639
2023-06-24,TABARRE,malnutrition,11,250000,0.4,18.5736,-72.2928,False,6,5,13.04948806442069
2023-06-24,TABARRE,fever,17,250000,0.4,18.5736,-72.2928,False,6,5,48.039896716563085
2023-06-24,TABARRE,diarrhea,14,250000,0.4,18.5736,-72.2928,False,6,5,13.536928148588185
2023-06-24,TABARRE,respiratory,8,250000,0.4,18.5736,-72.2928,False,6,5,19.92609267308008
2023-06-24,MARTISSANT,cholera,15,200000,0.8,18.5089,-72.3444,True,6,5,34.83058664710388
2023-06-24,MARTISSANT,malnutrition,26,200000,0.8,18.5089,-72.3444,True,6,5,23.925630931262624
2023-06-24,MARTISSANT,fever,23,200000,0.8,18.5089,-72.3444,False,6,5,47.04722959437625
2023-06-24,MARTISSANT,diarrhea,27,200000,0.8,18.5089,-72.3444,False,6,5,0.9026445537301087
2023-06-24,MARTISSANT,respiratory,9,200000,0.8,18.5089,-72.3444,False,6,5,46.09454136106332
2023-06-24,CARREFOUR,cholera,25,450000,0.7,18.5413,-72.3979,True,6,5,21.856339086762834
2023-06-24,CARREFOUR,malnutrition,33,450000,0.7,18.5413,-72.3979,True,6,5,3.818236679729148
2023-06-24,CARREFOUR,fever,64,450000,0.7,18.5413,-72.3979,True,6,5,42.128062314107474
2023-06-24,CARREFOUR,diarrhea,61,450000,0.7,18.5413,-72.3979,True,6,5,14.52179627927898
2023-06-24,CARREFOUR,respiratory,65,450000,0.7,18.5413,-72.3979,True,6,5,5.691399300198019
2023-06-24,PETIONVILLE,cholera,5,350000,0.3,18.5125,-72.2853,False,6,5,0.5531139660010231
2023-06-24,PETIONVILLE,malnutrition,11,350000,0.3,18.5125,-72.2853,False,6,5,42.539677444022814
2023-06-24,PETIONVILLE,fever,17,350000,0.3,18.5125,-72.2853,False,6,5,37.366252477836795
2023-06-24,PETIONVILLE,diarrhea,19,350000,0.3,18.5125,-72.2853,False,6,5,46.18271323730888
2023-06-24,PETIONVILLE,respiratory,11,350000,0.3,18.5125,-72.2853,False,6,5,34.36570332638673
2023-06-24,CROIX_DES_BOUQUETS,cholera,1,180000,0.5,18.5792,-72.2261,False,6,5,15.261178222880446
2023-06-24,CROIX_DES_BOUQUETS,malnutrition,8,180000,0.5,18.5792,-72.2261,False,6,5,46.904241420824704
2023-06-24,CROIX_DES_BOUQUETS,fever,13,180000,0.5,18.5792,-72.2261,False,6,5,7.923209629714273
2023-06-24,CROIX_DES_BOUQUETS,diarrhea,9,180000,0.5,18.5792,-72.2261,False,6,5,12.733707831921615
2023-06-24,CROIX_DES_BOUQUETS,respiratory,5,180000,0.5,18.5792,-72.2261,False,6,5,14.558785982815564
2023-06-24,PORT_AU_PRINCE,cholera,52,1200000,0.8,18.5944,-72.3074,True,6,5,27.90997478697479
2023-06-24,PORT_AU_PRINCE,malnutrition,115,1200000,0.8,18.5944,-72.3074,True,6,5,1.9898997223157577
2023-06-24,PORT_AU_PRINCE,fever,137,1200000,0.8,18.5944,-72.3074,True,6,5,43.38333886087709
2023-06-24,PORT_AU_PRINCE,diarrhea,161,1200000,0.8,18.5944,-72.3074,True,6,5,10.658441019301401
2023-06-24,PORT_AU_PRINCE,respiratory,92,1200000,0.8,18.5944,-72.3074,True,6,5,35.034395788874356
2023-06-25,CITE_SOLEIL,cholera,10,300000,0.9,18.5944,-72.3074,False,6,6,37.42803902049817
2023-06-25,CITE_SOLEIL,malnutrition,39,300000,0.9,18.5944,-72.3074,True,6,6,45.74298199854355
2023-06-25,CITE_SOLEIL,fever,36,300000,0.9,18.5944,-72.3074,False,6,6,49.18661996313238
2023-06-25,CITE_SOLEIL,diarrhea,38,300000,0.9,18.5944,-72.3074,True,6,6,22.753302261874246
2023-06-25,CITE_SOLEIL,respiratory,18,300000,0.9,18.5944,-72.3074,False,6,6,47.323197940608416
2023-06-25,DELMAS,cholera,14,500000,0.6,18.5483,-72.3074,False,6,6,12.428452545203921
2023-06-25,DELMAS,malnutrition,34,500000,0.6,18.5483,-72.3074,True,6,6,8.854772965555647
2023-06-25,DELMAS,fever,47,500000,0.6,18.5483,-72.3074,True,6,6,12.989434347084583
2023-06-25,DELMAS,diarrhea,38,500000,0.6,18.5483,-72.3074,True,6,6,48.612941142967664
2023-06-25,DELMAS,respiratory,21,500000,0.6,18.5483,-72.3074,True,6,6,7.571777577982458
2023-06-25,TABARRE,cholera,9,250000,0.4,18.5736,-72.2928,False,6,6,19.555406592078974
2023-06-25,TABARRE,malnutrition,8,250000,0.4,18.5736,-72.2928,False,6,6,1.725034092683081
2023-06-25,TABARRE,fever,25,250000,0.4,18.5736,-72.2928,False,6,6,14.447195547455966
2023-06-25,TABARRE,diarrhea,15,250000,0.4,18.5736,-72.2928,False,6,6,30.687424482670234
2023-06-25,TABARRE,respiratory,8,250000,0.4,18.5736,-72.2928,False,6,6,44.88213499773075
2023-06-25,MARTISSANT,cholera,11,200000,0.8,18.5089,-72.3444,False,6,6,37.48714239477833
2023-06-25,MARTISSANT,malnutrition,53,200000,0.8,18.5089,-72.3444,True,6,6,34.75482170047497
2023-06-25,MARTISSANT,fever,19,200000,0.8,18.5089,-72.3444,False,6,6,6.005990727288207
2023-06-25,MARTISSANT,diarrhea,33,200000,0.8,18.5089,-72.3444,True,6,6,19.885597632249386
2023-06-25,MARTISSANT,respiratory,26,200000,0.8,18.5089,-72.3444,True,6,6,31.059319335039547
2023-06-25,CARREFOUR,cholera,15,450000,0.7,18.5413,-72.3979,True,6,6,0.3813807658528401
2023-06-25,CARREFOUR,malnutrition,41,450000,0.7,18.5413,-72.3979,True,6,6,49.13608747851945
2023-06-25,CARREFOUR,fever,46,450000,0.7,18.5413,-72.3979,True,6,6,25.551631047404378
2023-06-25,CARREFOUR,diarrhea,56,450000,0.7,18.5413,-72.3979,True,6,6,49.01951953314542
2023-06-25,CARREFOUR,respiratory,29,450000,0.7,18.5413,-72.3979,True,6,6,35.42758427228449
2023-06-25,PETIONVILLE,cholera,10,350000,0.3,18.5125,-72.2853,False,6,6,41.907573856221006
2023-06-25,PETIONVILLE,malnutrition,10,350000,0.3,18.5125,-72.2853,False,6,6,34.430235152549095
2023-06-25,PETIONVILLE,fever,18,350000,0.3,18.5125,-72.2853,False,6,6,2.0175359221789257
2023-06-25,PETIONVILLE,diarrhea,16,350000,0.3,18.5125,-72.2853,False,6,6,32.45819176934637
2023-06-25,PETIONVILLE,respiratory,8,350000,0.3,18.5125,-72.2853,False,6,6,18.61070476959716
2023-06-25,CROIX_DES_BOUQUETS,cholera,2,180000,0.5,18.5792,-72.2261,False,6,6,35.63708817364578
2023-06-25,CROIX_DES_BOUQUETS,malnutrition,11,180000,0.5,18.5792,-72.2261,False,6,6,22.03591234600105
2023-06-25,CROIX_DES_BOUQUETS,fever,9,180000,0.5,18.5792,-72.2261,False,6,6,6.406707896328973
2023-06-25,CROIX_DES_BOUQUETS,diarrhea,13,180000,0.5,18.5792,-72.2261,False,6,6,25.296974076307254
2023-06-25,CROIX_DES_BOUQUETS,respiratory,7,180000,0.5,18.5792,-72.2261,False,6,6,26.838831643458732
2023-06-25,PORT_AU_PRINCE,cholera,56,1200000,0.8,18.5944,-72.3074,True,6,6,39.41933987060998
2023-06-25,PORT_AU_PRINCE,malnutrition,114,1200000,0.8,18.5944,-72.3074,True,6,6,38.54394369937626
2023-06-25,PORT_AU_PRINCE,fever,120,1200000,0.8,18.5944,-72.3074,True,6,6,26.10402632180041
2023-06-25,PORT_AU_PRINCE,diarrhea,140,1200000,0.8,18.5944,-72.3074,True,6,6,14.80804836142272
2023-06-25,PORT_AU_PRINCE,respiratory,72,1200000,0.8,18.5944,-72.3074,True,6,6,15.561446716474393
2023-06-26,CITE_SOLEIL,cholera,13,300000,0.9,18.5944,-72.3074,False,6,0,44.399020087959016
2023-06-26,CITE_SOLEIL,malnutrition,27,300000,0.9,18.5944,-72.3074,True,6,0,28.574684423082157
2023-06-26,CITE_SOLEIL,fever,45,300000,0.9,18.5944,-72.3074,True,6,0,27.852208315515703
2023-06-26,CITE_SOLEIL,diarrhea,44,300000,0.9,18.5944,-72.3074,True,6,0,2.0976100099537875
2023-06-26,CITE_SOLEIL,respiratory,31,300000,0.9,18.5944,-72.3074,True,6,0,37.84811548407319
2023-06-26,DELMAS,cholera,13,500000,0.6,18.5483,-72.3074,False,6,0,4.73582281987791
2023-06-26,DELMAS,malnutrition,37,500000,0.6,18.5483,-72.3074,True,6,0,17.384535252997413
2023-06-26,DELMAS,fever,47,500000,0.6,18.5483,-72.3074,True,6,0,42.554830370011175
2023-06-26,DELMAS,diarrhea,39,500000,0.6,18.5483,-72.3074,True,6,0,22.180389976233457
2023-06-26,DELMAS,respiratory,33,500000,0.6,18.5483,-72.3074,True,6,0,29.579103775847827
2023-06-26,TABARRE,cholera,4,250000,0.4,18.5736,-72.2928,False,6,0,46.115941688995136
2023-06-26,TABARRE,malnutrition,7,250000,0.4,18.5736,-72.2928,False,6,0,4.804455655206564
2023-06-26,TABARRE,fever,20,250000,0.4,18.5736,-72.2928,False,6,0,10.719010683193385
2023-06-26,TABARRE,diarrhea,19,250000,0.4,18.5736,-72.2928,False,6,0,17.122567131027548
2023-06-26,TABARRE,respiratory,7,250000,0.4,18.5736,-72.2928,False,6,0,44.034265163684864
2023-06-26,MARTISSANT,cholera,9,200000,0.8,18.5089,-72.3444,False,6,0,14.867126908969569
2023-06-26,MARTISSANT,malnutrition,19,200000,0.8,18.5089,-72.3444,False,6,0,15.41858311529784
2023-06-26,MARTISSANT,fever,30,200000,0.8,18.5089,-72.3444,False,6,0,25.290484219593008
2023-06-26,MARTISSANT,diarrhea,19,200000,0.8,18.5089,-72.3444,False,6,0,15.288712002224608
2023-06-26,MARTISSANT,respiratory,13,200000,0.8,18.5089,-72.3444,False,6,0,2.335780431845713
2023-06-26,CARREFOUR,cholera,22,450000,0.7,18.5413,-72.3979,True,6,0,39.29943602895178
2023-06-26,CARREFOUR,malnutrition,32,450000,0.7,18.5413,-72.3979,True,6,0,19.900513082787878
2023-06-26,CARREFOUR,fever,49,450000,0.7,18.5413,-72.3979,True,6,0,44.15841520252932
2023-06-26,CARREFOUR,diarrhea,43,450000,0.7,18.5413,-72.3979,True,6,0,36.909915480355025
2023-06-26,CARREFOUR,respiratory,23,450000,0.7,18.5413,-72.3979,True,6,0,6.366416522331764
2023-06-26,PETIONVILLE,cholera,7,350000,0.3,18.5125,-72.2853,False,6,0,6.722263357508368
2023-06-26,PETIONVILLE,malnutrition,12,350000,0.3,18.5125,-72.2853,False,6,0,46.57749202757672
2023-06-26,PETIONVILLE,fever,18,350000,0.3,18.5125,-72.2853,False,6,0,10.37337831304751
2023-06-26,PETIONVILLE,diarrhea,16,350000,0.3,18.5125,-72.2853,False,6,0,20.81033331551995
2023-06-26,PETIONVILLE,respiratory,6,350000,0.3,18.5125,-72.2853,False,6,0,20.70852858653896
2023-06-26,CROIX_DES_BOUQUETS,cholera,11,180000,0.5,18.5792,-72.2261,False,6,0,23.12536593496612
2023-06-26,CROIX_DES_BOUQUETS,malnutrition,13,180000,0.5,18.5792,-72.2261,False,6,0,28.4043961006393
2023-06-26,CROIX_DES_BOUQUETS,fever,13,180000,0.5,18.5792,-72.2261,False,6,0,39.93948503822071
2023-06-26,CROIX_DES_BOUQUETS,diarrhea,16,180000,0.5,18.5792,-72.2261,False,6,0,15.47800607141816
2023-06-26,CROIX_DES_BOUQUETS,respiratory,4,180000,0.5,18.5792,-72.2261,False,6,0,49.4773312868925
2023-06-26,PORT_AU_PRINCE,cholera,44,1200000,0.8,18.5944,-72.3074,True,6,0,13.040030687473875
2023-06-26,PORT_AU_PRINCE,malnutrition,103,1200000,0.8,18.5944,-72.3074,True,6,0,5.386470454695086
2023-06-26,PORT_AU_PRINCE,fever,153,1200000,0.8,18.5944,-72.3074,True,6,0,41.59819601666734
2023-06-26,PORT_AU_PRINCE,diarrhea,172,1200000,0.8,18.5944,-72.3074,True,6,0,34.17664020459578
2023-06-26,PORT_AU_PRINCE,respiratory,71,1200000,0.8,18.5944,-72.3074,True,6,0,35.43538012824662
2023-06-27,CITE_SOLEIL,cholera,10,300000,0.9,18.5944,-72.3074,False,6,1,8.698529173474572
2023-06-27,CITE_SOLEIL,malnutrition,30,300000,0.9,18.5944,-72.3074,True,6,1,37.81095748753614
2023-06-27,CITE_SOLEIL,fever,31,300000,0.9,18.5944,-72.3074,False,6,1,44.09566265788211
2023-06-27,CITE_SOLEIL,diarrhea,41,300000,0.9,18.5944,-72.3074,True,6,1,3.7936968300905094
2023-06-27,CITE_SOLEIL,respiratory,25,300000,0.9,18.5944,-72.3074,True,6,1,31.606554384364564
2023-06-27,DELMAS,cholera,23,500000,0.6,18.5483,-72.3074,True,6,1,17.03460460618563
2023-06-27,DELMAS,malnutrition,32,500000,0.6,18.5483,-72.3074,True,6,1,26.462526544851382
2023-06-27,DELMAS,fever,47,500000,0.6,18.5483,-72.3074,True,6,1,24.61024533270394
2023-06-27,DELMAS,diarrhea,57,500000,0.6,18.5483,-72.3074,True,6,1,42.729074726736435
2023-06-27,DELMAS,respiratory,26,500000,0.6,18.5483,-72.3074,True,6,1,3.864324478367054
2023-06-27,TABARRE,cholera,9,250000,0.4,18.5736,-72.2928,False,6,1,13.411838733269521
2023-06-27,TABARRE,malnutrition,10,250000,0.4,18.5736,-72.2928,False,6,1,17.145400083401046
2023-06-27,TABARRE,fever,17,250000,0.4,18.5736,-72.2928,False,6,1,48.37883195041614
2023-06-27,TABARRE,diarrhea,15,250000,0.4,18.5736,-72.2928,False,6,1,14.566605553898665
2023-06-27,TABARRE,respiratory,7,250000,0.4,18.5736,-72.2928,False,6,1,9.754504772795137
2023-06-27,MARTISSANT,cholera,15,200000,0.8,18.5089,-72.3444,True,6,1,25.025752934142183
2023-06-27,MARTISSANT,malnutrition,15,200000,0.8,18.5089,-72.3444,False,6,1,0.873217517265662
2023-06-27,MARTISSANT,fever,26,200000,0.8,18.5089,-72.3444,False,6,1,16.466949379395153
2023-06-27,MARTISSANT,diarrhea,22,200000,0.8,18.5089,-72.3444,False,6,1,41.65805914823973
2023-06-27,MARTISSANT,respiratory,11,200000,0.8,18.5089,-72.3444,False,6,1,7.764995836357458
2023-06-27,CARREFOUR,cholera,18,450000,0.7,18.5413,-72.3979,True,6,1,27.623801786691825
2023-06-27,CARREFOUR,malnutrition,42,450000,0.7,18.5413,-72.3979,True,6,1,19.544488713322718
2023-06-27,CARREFOUR,fever,68,450000,0.7,18.5413,-72.3979,True,6,1,15.386896535602585
2023-06-27,CARREFOUR,diarrhea,54,450000,0.7,18.5413,-72.3979,True,6,1,25.717559183118908
2023-06-27,CARREFOUR,respiratory,28,450000,0.7,18.5413,-72.3979,True,6,1,13.106356895351817
2023-06-27,PETIONVILLE,cholera,6,350000,0.3,18.5125,-72.2853,False,6,1,23.629914998086317
2023-06-27,PETIONVILLE,malnutrition,11,350000,0.3,18.5125,-72.2853,False,6,1,37.51163501098883
2023-06-27,PETIONVILLE,fever,13,350000,0.3,18.5125,-72.2853,False,6,1,42.8771019965139
2023-06-27,PETIONVILLE,diarrhea,15,350000,0.3,18.5125,-72.2853,False,6,1,16.872260506856417
2023-06-27,PETIONVILLE,respiratory,8,350000,0.3,18.5125,-72.2853,False,6,1,4.36947636160342
2023-06-27,CROIX_DES_BOUQUETS,cholera,9,180000,0.5,18.5792,-72.2261,False,6,1,35.032296143124505
2023-06-27,CROIX_DES_BOUQUETS,malnutrition,10,180000,0.5,18.5792,-72.2261,False,6,1,9.170622460322841
2023-06-27,CROIX_DES_BOUQUETS,fever,12,180000,0.5,18.5792,-72.2261,False,6,1,8.091130582490457
2023-06-27,CROIX_DES_BOUQUETS,diarrhea,13,180000,0.5,18.5792,-72.2261,False,6,1,38.33980642990971
2023-06-27,CROIX_DES_BOUQUETS,respiratory,6,180000,0.5,18.5792,-72.2261,False,6,1,33.07345832910416
2023-06-27,PORT_AU_PRINCE,cholera,66,1200000,0.8,18.5944,-72.3074,True,6,1,21.986850895800742
2023-06-27,PORT_AU_PRINCE,malnutrition,103,1200000,0.8,18.5944,-72.3074,True,6,1,28.307458195302292
2023-06-27,PORT_AU_PRINCE,fever,166,1200000,0.8,18.5944,-72.3074,True,6,1,42.74867350167585
2023-06-27,PORT_AU_PRINCE,diarrhea,161,1200000,0.8,18.5944,-72.3074,True,6,1,39.67769319524371
2023-06-27,PORT_AU_PRINCE,respiratory,81,1200000,0.8,18.5944,-72.3074,True,6,1,10.875972480914909
2023-06-28,CITE_SOLEIL,cholera,18,300000,0.9,18.5944,-72.3074,True,6,2,37.40995298786043
2023-06-28,CITE_SOLEIL,malnutrition,25,300000,0.9,18.5944,-72.3074,True,6,2,18.289320010522076
2023-06-28,CITE_SOLEIL,fever,37,300000,0.9,18.5944,-72.3074,False,6,2,40.74297084264962
2023-06-28,CITE_SOLEIL,diarrhea,46,300000,0.9,18.5944,-72.3074,True,6,2,45.18666008769628
2023-06-28,CITE_SOLEIL,respiratory,18,300000,0.9,18.5944,-72.3074,False,6,2,39.976904760672625
2023-06-28,DELMAS,cholera,14,500000,0.6,18.5483,-72.3074,False,6,2,30.38274547014263
2023-06-28,DELMAS,malnutrition,29,500000,0.6,18.5483,-72.3074,True,6,2,20.141015372208905
2023-06-28,DELMAS,fever,51,500000,0.6,18.5483,-72.3074,True,6,2,4.311097405885301
2023-06-28,DELMAS,diarrhea,51,500000,0.6,18.5483,-72.3074,True,6,2,14.727826921010362
2023-06-28,DELMAS,respiratory,28,500000,0.6,18.5483,-72.3074,True,6,2,35.196536560082855
2023-06-28,TABARRE,cholera,6,250000,0.4,18.5736,-72.2928,False,6,2,47.34228802323065
2023-06-28,TABARRE,malnutrition,6,250000,0.4,18.5736,-72.2928,False,6,2,43.033556994620206
2023-06-28,TABARRE,fever,17,250000,0.4,18.5736,-72.2928,False,6,2,23.15358071731798
2023-06-28,TABARRE,diarrhea,15,250000,0.4,18.5736,-72.2928,False,6,2,13.820312422835862
2023-06-28,TABARRE,respiratory,10,250000,0.4,18.5736,-72.2928,False,6,2,40.25927230417923
2023-06-28,MARTISSANT,cholera,6,200000,0.8,18.5089,-72.3444,False,6,2,42.68491489759286
2023-06-28,MARTISSANT,malnutrition,18,200000,0.8,18.5089,-72.3444,False,6,2,48.43483351050985
2023-06-28,MARTISSANT,fever,90,200000,0.8,18.5089,-72.3444,True,6,2,36.470288099414894
2023-06-28,MARTISSANT,diarrhea,34,200000,0.8,18.5089,-72.3444,True,6,2,0.4553096251882771
2023-06-28,MARTISSANT,respiratory,9,200000,0.8,18.5089,-72.3444,False,6,2,31.652760210160675
2023-06-28,CARREFOUR,cholera,9,450000,0.7,18.5413,-72.3979,False,6,2,46.50345924361392
2023-06-28,CARREFOUR,malnutrition,23,450000,0.7,18.5413,-72.3979,False,6,2,11.661271524885663
2023-06-28,CARREFOUR,fever,42,450000,0.7,18.5413,-72.3979,True,6,2,15.186013808742482
2023-06-28,CARREFOUR,diarrhea,45,450000,0.7,18.5413,-72.3979,True,6,2,17.828502988251806
2023-06-28,CARREFOUR,respiratory,30,450000,0.7,18.5413,-72.3979,True,6,2,11.92288174241733
2023-06-28,PETIONVILLE,cholera,4,350000,0.3,18.5125,-72.2853,False,6,2,18.808087135853707
2023-06-28,PETIONVILLE,malnutrition,10,350000,0.3,18.5125,-72.2853,False,6,2,16.06482854914618
2023-06-28,PETIONVILLE,fever,21,350000,0.3,18.5125,-72.2853,False,6,2,9.80905992348568
2023-06-28,PETIONVILLE,diarrhea,19,350000,0.3,18.5125,-72.2853,False,6,2,20.53381209194407
2023-06-28,PETIONVILLE,respiratory,6,350000,0.3,18.5125,-72.2853,False,6,2,13.514763495945436
2023-06-28,CROIX_DES_BOUQUETS,cholera,3,180000,0.5,18.5792,-72.2261,False,6,2,35.10533033683518
2023-06-28,CROIX_DES_BOUQUETS,malnutrition,11,180000,0.5,18.5792,-72.2261,False,6,2,2.60303760761158
2023-06-28,CROIX_DES_BOUQUETS,fever,18,180000,0.5,18.5792,-72.2261,False,6,2,24.286254601433228
2023-06-28,CROIX_DES_BOUQUETS,diarrhea,13,180000,0.5,18.5792,-72.2261,False,6,2,12.039915489313262
2023-06-28,CROIX_DES_BOUQUETS,respiratory,6,180000,0.5,18.5792,-72.2261,False,6,2,9.099522090343642
2023-06-28,PORT_AU_PRINCE,cholera,52,1200000,0.8,18.5944,-72.3074,True,6,2,39.64862588256795
2023-06-28,PORT_AU_PRINCE,malnutrition,98,1200000,0.8,18.5944,-72.3074,True,6,2,45.58160847498063
2023-06-28,PORT_AU_PRINCE,fever,146,1200000,0.8,18.5944,-72.3074,True,6,2,6.956845248152255
2023-06-28,PORT_AU_PRINCE,diarrhea,150,1200000,0.8,18.5944,-72.3074,True,6,2,0.7230354150985607
2023-06-28,PORT_AU_PRINCE,respiratory,83,1200000,0.8,18.5944,-72.3074,True,6,2,27.30416794764973
2023-06-29,CITE_SOLEIL,cholera,25,300000,0.9,18.5944,-72.3074,True,6,3,27.907315349676033
2023-06-29,CITE_SOLEIL,malnutrition,21,300000,0.9,18.5944,-72.3074,False,6,3,16.031225037019436
2023-06-29,CITE_SOLEIL,fever,49,300000,0.9,18.5944,-72.3074,True,6,3,44.65074510100521
2023-06-29,CITE_SOLEIL,diarrhea,51,300000,0.9,18.5944,-72.3074,True,6,3,13.758574125240491
2023-06-29,CITE_SOLEIL,respiratory,24,300000,0.9,18.5944,-72.3074,True,6,3,19.563960073737974
2023-06-29,DELMAS,cholera,12,500000,0.6,18.5483,-72.3074,False,6,3,40.341032397372864
2023-06-29,DELMAS,malnutrition,35,500000,0.6,18.5483,-72.3074,True,6,3,17.69972072259528
2023-06-29,DELMAS,fever,53,500000,0.6,18.5483,-72.3074,True,6,3,10.296741199425623
2023-06-29,DELMAS,diarrhea,40,500000,0.6,18.5483,-72.3074,True,6,3,30.583195778102418
2023-06-29,DELMAS,respiratory,23,500000,0.6,18.5483,-72.3074,True,6,3,33.41416810739725
